axis,param,value,seed,n_steps,n_cancer,n_genes,shannon,n_subclones,tmb,tmb_frac,driver_enrichment,clone_confinement,fga,mean_ploidy,hypoxia_contrast,deme_occupancy,vaf_1f_rsq,program_within_clone_frac,degenerate,flags
dispersal_rate,dispersal_rate,3.0,0,1800,484,1000,2.379165748440665,9,2.37603305785124,0.00237603305785124,0.6955071994706493,0.24938422465186083,0.05661157024793387,2.0103305785123964,,4.321428571428571,,,False,
dispersal_rate,dispersal_rate,3.0,1,1800,454,1000,1.7843663366821418,5,0.513215859030837,0.000513215859030837,0.9765650066459427,0.09816457611334328,0.04008810572687223,1.9933920704845818,,4.3238095238095235,,,True,low_mutation|well_mixed
dispersal_rate,dispersal_rate,3.0,2,1800,426,1000,2.7027741155910308,9,3.1948356807511735,0.0031948356807511733,0.16048800594773102,0.30340584180387453,0.0380281690140845,2.005164319248826,,4.531914893617022,0.7639556800473664,,False,
dispersal_rate,dispersal_rate,8.0,0,1800,470,1000,0.5020600413653968,1,0.14680851063829786,0.00014680851063829788,0.6800616016426193,,0.009361702127659575,1.9948936170212765,,4.433962264150943,,,True,low_mutation
dispersal_rate,dispersal_rate,8.0,1,1800,512,1000,0.7246181540372393,4,0.427734375,0.000427734375,0.4606045303725933,0.019989774642104052,0.008203125000000002,1.9941406249999998,,4.530973451327434,,,True,low_mutation|well_mixed
dispersal_rate,dispersal_rate,8.0,2,1800,470,1000,0.5020600413653968,1,0.14680851063829786,0.00014680851063829788,0.6800616016426193,,0.009361702127659575,1.9948936170212765,,4.433962264150943,,,True,low_mutation
driver_effects,driver_effects,1.0,0,1600,252,1000,5.198248788808382,11,8.623015873015873,0.008623015873015873,0.34150669411553936,0.7369571143006813,0.4873015873015871,1.6119047619047615,,4.666666666666667,0.9461335339843526,,False,
driver_effects,driver_effects,1.0,1,1600,254,1000,5.1306347475766705,15,8.362204724409448,0.008362204724409449,0.6076621303811904,0.6445797317875175,0.43622047244094503,1.9401574803149617,,4.7924528301886795,0.9143480072273906,,False,
driver_effects,driver_effects,1.0,2,1600,240,1000,5.090352503136087,9,10.9375,0.0109375,0.42602235607881134,0.7431155589027947,0.2891666666666668,2.000833333333334,,4.528301886792453,0.9476189874193034,,False,
driver_effects,driver_effects,1.1,0,1600,316,1000,4.977003957037314,14,8.727848101265822,0.008727848101265822,1.6666836543594599,0.651785043605809,0.6658227848101269,1.4639240506329105,,4.450704225352113,0.8875606473158418,,False,
driver_effects,driver_effects,1.1,1,1600,270,1000,4.996891212111054,12,13.151851851851852,0.013151851851851852,0.3061550720561538,0.5817955485004804,0.36962962962962975,1.7622222222222255,,4.655172413793103,0.9008470695681778,,False,
driver_effects,driver_effects,1.1,2,1600,284,1000,4.9896697227761955,20,10.67605633802817,0.01067605633802817,1.2597748246796523,0.659087565149888,0.38309859154929604,2.037323943661972,,4.507936507936508,0.7103248233024768,,False,
driver_effects,driver_effects,1.5,0,1600,286,1000,5.206906403447247,16,8.762237762237762,0.008762237762237762,0.511448016531906,0.6845885912930014,0.48671328671328656,1.9468531468531478,,4.8474576271186445,0.6168229116033559,,False,
driver_effects,driver_effects,1.5,1,1600,318,1000,5.195319754311372,11,12.320754716981131,0.012320754716981132,0.5719033300170037,0.703622429936213,0.4144654088050319,1.730817610062894,,4.3561643835616435,0.8486453622675862,,False,
driver_effects,driver_effects,1.5,2,1600,298,1000,5.230631965519631,17,16.0,0.016,1.0384469479986014,0.6854538283705152,0.44697986577181203,2.1395973154362418,,5.137931034482759,0.6833373006914611,,False,
driver_effects,driver_effects,2.0,0,1600,320,1000,5.126935673290699,14,12.1375,0.012137499999999999,0.40999448860990406,0.6406102004025533,0.56125,2.0806250000000004,,4.266666666666667,0.8440665025720732,,False,
driver_effects,driver_effects,2.0,1,1600,298,1000,5.227735837273473,11,15.788590604026846,0.015788590604026844,0.7316770583605524,0.565415055921535,0.4885906040268458,2.747651006711408,,5.0508474576271185,0.7113665931169423,,False,
driver_effects,driver_effects,2.0,2,1600,278,1000,5.246059003401164,14,10.726618705035971,0.01072661870503597,1.2020341892328683,0.655907850180821,0.4985611510791369,2.413669064748201,,4.87719298245614,0.4064142240500992,,False,
driver_effects,driver_effects,3.0,0,1600,320,1000,5.1390769410445305,9,9.421875,0.009421875,0.4994004577181097,0.5466710227097935,0.45625000000000027,1.9337499999999987,,4.266666666666667,0.6832817768769379,,False,
driver_effects,driver_effects,3.0,1,1600,288,1000,5.135762287258049,15,12.440972222222221,0.012440972222222221,0.4462506219893986,0.7191647043764946,0.4729166666666668,1.9250000000000016,,4.298507462686567,0.9747378891178513,,False,
